sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction,normalizedNameKey,matchedExistingNameByNormalizedKey,refinedIssueTypes,refinedSuggestedAction,finalBucket,finalSku,finalName,finalPrimaryUnit,finalAction,finalCategory
97,Rafia Warna KW 1 (10),RWK1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Warna KW 1 (10),RWK1010,BAL,Produk FINISHED GOOD Rafia,Rafia Warna KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 1 (10),Rafia Warna KW 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK1010,Rafia Warna KW 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
98,"Rafia Warna KW Super 0,95 (10)",RWW9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW Super 0,95 (10)",RWW9510,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW Super 0,95 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw super 0.95 (10),"Rafia Warna KW Super 0,95 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWW9510,"Rafia Warna KW Super 0,95 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
99,"Rafia Warna Super Mix 0,1 (10)",RWM0110,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna Super Mix 0,1 (10)",RWM0110,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna Super Mix 0,1 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna super mix 0.1 (10),"Rafia Warna Super Mix 0,1 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWM0110,"Rafia Warna Super Mix 0,1 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
100,"Rafia Warna Super Mix 0,75 (6)",RWM756,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna Super Mix 0,75 (6)",RWM756,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna Super Mix 0,75 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna super mix 0.75 (6),"Rafia Warna Super Mix 0,75 (6)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWM756,"Rafia Warna Super Mix 0,75 (6)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
101,"Rafia Warna Super Mix 0,9 (10)",RWM0910,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna Super Mix 0,9 (10)",RWM0910,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna Super Mix 0,9 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna super mix 0.9 (10),"Rafia Warna Super Mix 0,9 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWM0910,"Rafia Warna Super Mix 0,9 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
102,"Rafia Warna Super Mix 0,15 (10)",RWM1510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Warna Super Mix 0.15 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia warna super mix 0.15 (10),Rafia Warna Super Mix 0.15 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RWM1510,"Rafia Warna Super Mix 0,15 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
103,"Rafia Warna Super Mix 0,4 (10)",RWM0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Warna Super Mix 0.4 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia warna super mix 0.4 (10),Rafia Warna Super Mix 0.4 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RWM0410,"Rafia Warna Super Mix 0,4 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
104,"Rafia Warna Super Mix 0,7 (6)",RWM0760,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Warna Super Mix 0.7 (6),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia warna super mix 0.7 (6),Rafia Warna Super Mix 0.7 (6),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RWM0760,"Rafia Warna Super Mix 0,7 (6)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
105,"Rafia Warna Super Mix 0,8 (10)",RWM0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Warna Super Mix 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia warna super mix 0.8 (10),Rafia Warna Super Mix 0.8 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RWM0810,"Rafia Warna Super Mix 0,8 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
106,"Rafia Warna Super Mix 0,95 (10)",RWM9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Warna Super Mix 0.95 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia warna super mix 0.95 (10),Rafia Warna Super Mix 0.95 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RWM9510,"Rafia Warna Super Mix 0,95 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
107,Rafia Warna Super Mix 1 (10),RWM1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Warna Super Mix 1 (10),RWM1010,BAL,Produk FINISHED GOOD Rafia,Rafia Warna Super Mix 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna super mix 1 (10),Rafia Warna Super Mix 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWM1010,Rafia Warna Super Mix 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
108,Sapon,BJ000001,Kg,1-129 Persediaan Affal Rafia,,BARANG JADI,KG,Sapon,BJ000001,KG,Produk RAW MATERIAL Rafia,Sapon,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sapon,Sapon,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000001,Sapon,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
109,Sedotan Bening Lancip Lubang 5.5,SBP00WL,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lancip Lubang 5.5,SBP00WL,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lancip Lubang 5.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lancip lubang 5.5,Sedotan Bening Lancip Lubang 5.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBP00WL,Sedotan Bening Lancip Lubang 5.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
110,Sedotan Bening Lurik Biru Lancip Lubang 6,SBLR0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Lancip Lubang 6,SBLR0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru lancip lubang 6,Sedotan Bening Lurik Biru Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLR0SL6,Sedotan Bening Lurik Biru Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
111,Sedotan Bening Lurik Biru Lancip Lubang 8.5,SBLR0SL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Lancip Lubang 8.5,SBLR0SL8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Lancip Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru lancip lubang 8.5,Sedotan Bening Lurik Biru Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLR0SL8,Sedotan Bening Lurik Biru Lancip Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
112,Sedotan Bening Lurik Biru Putih Lancip Lubang 10,SBLRDSL10,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Putih Lancip Lubang 10,SBLRDSL10,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Putih Lancip Lubang 10,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru putih lancip lubang 10,Sedotan Bening Lurik Biru Putih Lancip Lubang 10,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLRDSL10,Sedotan Bening Lurik Biru Putih Lancip Lubang 10,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
113,Sedotan Bening Lurik Biru Putih Lancip Lubang 12,SBLRDSL12,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Putih Lancip Lubang 12,SBLRDSL12,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Putih Lancip Lubang 12,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru putih lancip lubang 12,Sedotan Bening Lurik Biru Putih Lancip Lubang 12,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLRDSL12,Sedotan Bening Lurik Biru Putih Lancip Lubang 12,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
114,Sedotan Bening Lurik Biru Putih Lancip Lubang 6,SBLRPSL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Putih Lancip Lubang 6,SBLRPSL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Putih Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru putih lancip lubang 6,Sedotan Bening Lurik Biru Putih Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLRPSL6,Sedotan Bening Lurik Biru Putih Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
115,Sedotan Bening Lurik Biru Putih Lancip Lubang 8,SBLRDSL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Putih Lancip Lubang 8,SBLRDSL8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Putih Lancip Lubang 8,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru putih lancip lubang 8,Sedotan Bening Lurik Biru Putih Lancip Lubang 8,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLRDSL8,Sedotan Bening Lurik Biru Putih Lancip Lubang 8,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
116,Sedotan Bening Lurik Biru Putih Tumpul Lubang 6,SBLBDST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Putih Tumpul Lubang 6,SBLBDST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Putih Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru putih tumpul lubang 6,Sedotan Bening Lurik Biru Putih Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLBDST6,Sedotan Bening Lurik Biru Putih Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
117,Sedotan Bening Lurik Biru Tumpul Lubang 6,SBLR0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Tumpul Lubang 6,SBLR0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru tumpul lubang 6,Sedotan Bening Lurik Biru Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLR0ST6,Sedotan Bening Lurik Biru Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
118,Sedotan Bening Lurik Biru Tumpul Lubang 8.5,SBLR0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Biru Tumpul Lubang 8.5,SBLR0ST8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Biru Tumpul Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik biru tumpul lubang 8.5,Sedotan Bening Lurik Biru Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLR0ST8,Sedotan Bening Lurik Biru Tumpul Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
119,Sedotan Bening Lurik Dop,SBLD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Dop,SBLD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik dop,Sedotan Bening Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLD0ST6,Sedotan Bening Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
120,Sedotan Bening Lurik Double Lancip,SBLD0ST6-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Bening Lurik Double Lancip,SBLD0ST6-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Double Lancip,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan bening lurik double lancip,Sedotan Bening Lurik Double Lancip,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SBLD0ST6-02,Sedotan Bening Lurik Double Lancip,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
121,Sedotan Bening Lurik Hijau Jasa,BJ000018,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Bening Lurik Hijau Jasa,BJ000018,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau jasa,Sedotan Bening Lurik Hijau Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000018,Sedotan Bening Lurik Hijau Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
122,Sedotan Bening Lurik Hijau Lancip Lubang 6,SBLH0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Hijau Lancip Lubang 6,SBLH0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau lancip lubang 6,Sedotan Bening Lurik Hijau Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLH0SL6,Sedotan Bening Lurik Hijau Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
123,Sedotan Bening Lurik Hijau Lancip Lubang 8.5,SBLH0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Hijau Lancip Lubang 8.5,SBLH0ST8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Lancip Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau lancip lubang 8.5,Sedotan Bening Lurik Hijau Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLH0ST8,Sedotan Bening Lurik Hijau Lancip Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
124,Sedotan Bening Lurik Hijau Putih Lancip Lubang 10,SBLJDSL10,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Hijau Putih Lancip Lubang 10,SBLJDSL10,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Putih Lancip Lubang 10,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau putih lancip lubang 10,Sedotan Bening Lurik Hijau Putih Lancip Lubang 10,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLJDSL10,Sedotan Bening Lurik Hijau Putih Lancip Lubang 10,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
125,Sedotan Bening Lurik Hijau Putih Lancip Lubang 12,SBLJDSL12,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Hijau Putih Lancip Lubang 12,SBLJDSL12,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Putih Lancip Lubang 12,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau putih lancip lubang 12,Sedotan Bening Lurik Hijau Putih Lancip Lubang 12,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLJDSL12,Sedotan Bening Lurik Hijau Putih Lancip Lubang 12,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
126,Sedotan Bening Lurik Hijau Putih Lancip Lubang 6,SBLJDSL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Hijau Putih Lancip Lubang 6,SBLJDSL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Putih Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau putih lancip lubang 6,Sedotan Bening Lurik Hijau Putih Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLJDSL6,Sedotan Bening Lurik Hijau Putih Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
127,Sedotan Bening Lurik Hijau Putih Tumpul Lubang 6,SBLHDST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Hijau Putih Tumpul Lubang 6,SBLHDST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Putih Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau putih tumpul lubang 6,Sedotan Bening Lurik Hijau Putih Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLHDST6,Sedotan Bening Lurik Hijau Putih Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
128,Sedotan Bening Lurik Hijau Tumpul Lubang 6,SBLH0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Hijau Tumpul Lubang 6,SBLH0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Hijau Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik hijau tumpul lubang 6,Sedotan Bening Lurik Hijau Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLH0ST6,Sedotan Bening Lurik Hijau Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
129,Sedotan Bening Lurik Kuning Jasa,BJ000017,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Bening Lurik Kuning Jasa,BJ000017,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning jasa,Sedotan Bening Lurik Kuning Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000017,Sedotan Bening Lurik Kuning Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
130,Sedotan Bening Lurik Kuning Lancip Lubang 6,SBLK0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Lancip Lubang 6,SBLK0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning lancip lubang 6,Sedotan Bening Lurik Kuning Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLK0SL6,Sedotan Bening Lurik Kuning Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
131,Sedotan Bening Lurik Kuning Putih Lancip Lubang 10,SBLKDSL10,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Putih Lancip Lubang 10,SBLKDSL10,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Putih Lancip Lubang 10,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning putih lancip lubang 10,Sedotan Bening Lurik Kuning Putih Lancip Lubang 10,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLKDSL10,Sedotan Bening Lurik Kuning Putih Lancip Lubang 10,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
132,Sedotan Bening Lurik Kuning Putih Lancip Lubang 12,SBLKDSL12,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Putih Lancip Lubang 12,SBLKDSL12,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Putih Lancip Lubang 12,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning putih lancip lubang 12,Sedotan Bening Lurik Kuning Putih Lancip Lubang 12,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLKDSL12,Sedotan Bening Lurik Kuning Putih Lancip Lubang 12,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
133,Sedotan Bening Lurik Kuning Putih Lancip Lubang 6,SBLKDSL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Putih Lancip Lubang 6,SBLKDSL6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Putih Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning putih lancip lubang 6,Sedotan Bening Lurik Kuning Putih Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLKDSL6,Sedotan Bening Lurik Kuning Putih Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
134,Sedotan Bening Lurik Kuning Putih Lancip Lubang 8.5,SBLKDSL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Putih Lancip Lubang 8.5,SBLKDSL8,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Putih Lancip Lubang 8.5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning putih lancip lubang 8.5,Sedotan Bening Lurik Kuning Putih Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLKDSL8,Sedotan Bening Lurik Kuning Putih Lancip Lubang 8.5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
135,Sedotan Bening Lurik Kuning Putih Tumpul Lubang 6,SBLKDST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Bening Lurik Kuning Putih Tumpul Lubang 6,SBLKDST6,KG,Produk FINISHED GOOD Rafia,Sedotan Bening Lurik Kuning Putih Tumpul Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bening lurik kuning putih tumpul lubang 6,Sedotan Bening Lurik Kuning Putih Tumpul Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLKDST6,Sedotan Bening Lurik Kuning Putih Tumpul Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
